Assembly,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Offspring2_Simple.asm.bp.hap2.p_ctg.gfa.fa,159372490,159372490,159372490,159372490,159372490,138099447,138099447,138099447,138099447,138099447,119511236,119511236,119511236,119511236,114017641,114017641,114017641,114017641,110990690,110990690,110990690,110990690,108500075,108500075,108500075,108500075,103699993,103699993,103699993,103699993,101614610,101614610,101614610,101614610,100275162,100275162,100275162,90490307,90490307,90490307,86634506,86634506,86634506,86634506,85756229,85756229,85756229,83821804,83821804,83821804,82306714,82306714,82306714,80620856,80620856,71602495,71602495,71602495,68202939,68202939,68067642,68067642,68067642,63300837,63300837,61362231,61362231,59066690,59066690,58109988,58109988,53841443,53841443,46274792,46274792,45836928,45836928,44938077,42648853,42648853,27160021,26888400,26172970,23187222,22846267,21261579,20126505,15561195,14052756,12002169,9811256,8834604,6949834,5696624,4567900,4115795,2952579,2145213,1531894
