Assembly,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
offspring_raw.cgt.fa,70660114,70660114,68172670,68172670,68172670,64479263,64479263,58727374,58727374,58012523,58012523,55856493,55856493,50390664,50390664,45411727,45411727,44601496,44601496,43834726,41974199,41974199,41811592,40816280,40816280,40431968,39737951,39737951,38485726,38383710,38383710,38023865,37451564,37282502,37282502,32797450,30857572,30150024,29917895,29311419,29311419,29119091,28646922,28196972,27163599,26476850,24855471,24547333,23866941,23641545,22637589,22347164,21882432,19959208,19801307,19279655,18227146,18162762,16813681,16537409,15441178,14848457,14117999,13884331,12777956,12285236,12090387,11960424,10870935,10058923,9056030,8445159,7354447,6913862,6727791,6434510,6312323,5979663,5527067,5284983,4814659,4541876,4076496,3626778,3271885,2945365,2483673,2223509,1792631,1533915,1267128,804518,480610,153628,72885,46624,33711,24137,15383
