Assembly,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Offspring2_TrioKmer.asm.dip.hap2.p_ctg.gfa.fa,159192497,159192497,159192497,159192497,159192497,138138637,138138637,138138637,138138637,138138637,113397155,113397155,113397155,113397155,111490751,111490751,111490751,111490751,110977388,110977388,110977388,110977388,105834899,105834899,105834899,105834899,101432608,101432608,101432608,101432608,96729007,96729007,96729007,90512730,90512730,90512730,87905574,87905574,87905574,86611575,86611575,86611575,85634306,85634306,85634306,78447989,78447989,78447989,73605303,73605303,73605303,71653630,71653630,69165538,69165538,69165538,68219477,68219477,68080809,68080809,68080809,65511517,65511517,62248294,62248294,61860965,61860965,61860965,61356050,61356050,45876991,44960084,44960084,43083685,43083685,40307534,38397708,37627587,37627587,27140299,26201852,25846759,23211499,21658410,21454395,20510059,16627189,14323149,12978550,11554132,11186892,8080790,6831730,5145862,3486695,2260696,1759887,1347152,1038722
