Assembly,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
assembly.pilon1.fa,157098391,157098391,157098391,157098391,157098391,137082754,137082754,137082754,137082754,137082754,134321995,134321995,134321995,134321995,134321995,122214031,122214031,122214031,122214031,122214031,122008694,122008694,122008694,122008694,119712451,119712451,119712451,119712451,119712451,118965219,118965219,118965219,118965219,109852137,109852137,109852137,109852137,108910868,108910868,108910868,108910868,107686868,107686868,107686868,107686868,104841493,104841493,104841493,104841493,87851408,87851408,87851408,84228233,84228233,84228233,84228233,83628013,83628013,83628013,82414580,82414580,82414580,82166027,82166027,82166027,79483688,79483688,79483688,74123605,74123605,71895891,71895891,71895891,67445000,67445000,67445000,64216935,64216935,63938287,63938287,62361966,62361966,62361966,60830266,60830266,51657834,51657834,51378912,51378912,46112862,46000289,46000289,45591743,45591743,42319995,21463927,21454258,1905281,193021
